_id,asset_allocation,asset_allocation_id,asset_currency,asset_value,created
134,Cash,52358553,EUR,261.4,2025-03-14T09:18:34.167642+00:00
134,Bonds,43999198,GBP,262.99,2025-04-28T09:18:34.167642+00:00
134,Equities,57912262,GBP,279.87,2025-04-10T09:18:34.167642+00:00
135,Bonds,26706752,EUR,165.25,2025-04-01T09:18:34.167642+00:00
135,Crypto,61894582,EUR,226.98,2025-03-20T09:18:34.167642+00:00
135,Crypto,59304469,AUD,234.34,2025-05-12T09:18:34.167642+00:00
136,Crypto,66975380,GBP,214.59,2025-04-29T09:18:34.167642+00:00
136,Crypto,49428661,EUR,190.2,2025-04-11T09:18:34.167642+00:00
137,Bonds,51137177,JPY,25641.95,2025-03-29T09:18:34.167642+00:00
137,Bonds,69580374,EUR,166.42,2025-04-07T09:18:34.167642+00:00
138,Crypto,68376726,EUR,282.81,2025-05-15T09:18:34.167642+00:00
138,Equities,95565484,JPY,32719.47,2025-02-25T09:18:34.167642+00:00
139,Bonds,14179623,USD,231.08,2025-02-25T09:18:34.167642+00:00
139,Crypto,14670638,USD,133.4,2025-03-01T09:18:34.167642+00:00
140,Bonds,58607028,JPY,46787.21,2025-05-18T09:18:34.167642+00:00
140,Equities,70387584,EUR,236.67,2025-05-13T09:18:34.167642+00:00
142,Equities,81062902,EUR,241.16,2025-02-28T09:18:34.167642+00:00
142,Crypto,43502308,GBP,153.89,2025-04-29T09:18:34.167642+00:00
142,Commodities,79490594,JPY,45925.02,2025-05-07T09:18:34.167642+00:00
143,Bonds,44935501,JPY,19433.13,2025-03-05T09:18:34.167642+00:00
143,Real Estate,75927774,USD,140.33,2025-05-13T09:18:34.167642+00:00
143,Crypto,33173544,JPY,31956.2,2025-02-24T09:18:34.167642+00:00
144,Bonds,99635939,EUR,294.9,2025-03-13T09:18:34.167642+00:00
144,Crypto,48971765,EUR,319.36,2025-02-21T09:18:34.167642+00:00
144,Crypto,95590648,USD,336.32,2025-03-18T09:18:34.167642+00:00
145,Equities,26288992,USD,224.01,2025-04-22T09:18:34.167642+00:00
145,Crypto,13527782,EUR,178.71,2025-04-05T09:18:34.167642+00:00
145,Crypto,84040798,USD,201.49,2025-05-11T09:18:34.167642+00:00
145,Equities,51512297,JPY,31993.52,2025-03-22T09:18:34.167642+00:00
146,Crypto,65135987,JPY,43760.15,2025-05-13T09:18:34.167642+00:00
147,Equities,52550733,GBP,145.0,2025-02-24T09:18:34.167642+00:00
147,Commodities,56239991,USD,234.75,2025-03-13T09:18:34.167642+00:00
148,Crypto,88891300,USD,331.46,2025-05-06T09:18:34.167642+00:00
148,Real Estate,77493234,GBP,274.71,2025-03-17T09:18:34.167642+00:00
149,Equities,50818905,USD,145.25,2025-02-21T09:18:34.167642+00:00
150,Real Estate,56442431,AUD,525.84,2025-05-12T09:18:34.167642+00:00
150,Crypto,36347197,AUD,353.66,2025-03-03T09:18:34.167642+00:00
151,Bonds,92467167,AUD,202.28,2025-03-01T09:18:34.167642+00:00
151,Equities,89431184,AUD,213.53,2025-02-27T09:18:34.167642+00:00
152,Crypto,85647532,GBP,273.79,2025-05-19T09:18:34.167642+00:00
152,Equities,16101779,AUD,350.94,2025-04-26T09:18:34.167642+00:00
152,Crypto,92961108,GBP,224.71,2025-03-03T09:18:34.167642+00:00
152,Commodities,48879071,EUR,255.81,2025-02-24T09:18:34.167642+00:00
153,Real Estate,49920898,JPY,17167.57,2025-05-15T09:18:34.167642+00:00
153,Bonds,69002851,JPY,23748.02,2025-04-26T09:18:34.167642+00:00
153,Bonds,91424562,USD,164.07,2025-04-12T09:18:34.167642+00:00
154,Crypto,56354851,JPY,27138.39,2025-04-05T09:18:34.167642+00:00
155,Crypto,85383550,GBP,131.91,2025-03-24T09:18:34.167642+00:00
155,Cash,45899440,JPY,19966.7,2025-05-10T09:18:34.167642+00:00
155,Cash,48951595,JPY,29826.62,2025-03-30T09:18:34.167642+00:00
155,Equities,31434525,EUR,222.38,2025-04-12T09:18:34.167642+00:00
156,Equities,31386576,JPY,47903.27,2025-03-24T09:18:34.167642+00:00
156,Real Estate,51411602,JPY,24556.23,2025-04-02T09:18:34.167642+00:00
156,Crypto,71368457,USD,227.84,2025-04-07T09:18:34.167642+00:00
156,Cash,16783418,EUR,257.87,2025-02-28T09:18:34.167642+00:00
157,Commodities,73161098,EUR,176.72,2025-05-09T09:18:34.167642+00:00
157,Real Estate,27976443,EUR,198.66,2025-04-01T09:18:34.167642+00:00
157,Bonds,16072331,JPY,16818.52,2025-03-12T09:18:34.167642+00:00
157,Equities,58657117,AUD,238.39,2025-04-03T09:18:34.167642+00:00
158,Crypto,70445541,AUD,355.12,2025-03-04T09:18:34.167642+00:00
158,Commodities,92012822,GBP,169.3,2025-05-10T09:18:34.167642+00:00
159,Crypto,60089832,EUR,179.15,2025-04-06T09:18:34.167642+00:00
159,Bonds,36717096,AUD,279.19,2025-03-19T09:18:34.167642+00:00
160,Cash,16080513,GBP,170.56,2025-04-10T09:18:34.167642+00:00
160,Real Estate,79703656,JPY,27574.58,2025-03-18T09:18:34.167642+00:00
161,Bonds,54018830,AUD,243.93,2025-04-02T09:18:34.167642+00:00
161,Commodities,50162553,AUD,247.23,2025-03-18T09:18:34.167642+00:00
161,Crypto,75746104,AUD,240.46,2025-05-20T09:18:34.167642+00:00
161,Crypto,54458225,GBP,197.99,2025-03-09T09:18:34.167642+00:00
162,Crypto,94457912,GBP,239.54,2025-04-19T09:18:34.167642+00:00
162,Real Estate,16892773,AUD,410.82,2025-03-16T09:18:34.167642+00:00
162,Crypto,29834119,USD,193.42,2025-02-22T09:18:34.167642+00:00
162,Equities,35606639,GBP,216.16,2025-03-30T09:18:34.167642+00:00
163,Bonds,65426567,USD,176.3,2025-03-05T09:18:34.167642+00:00
163,Crypto,18359252,USD,189.84,2025-03-12T09:18:34.167642+00:00
163,Bonds,98882576,JPY,24407.63,2025-04-12T09:18:34.167642+00:00
163,Bonds,71694994,AUD,248.33,2025-04-07T09:18:34.167642+00:00
164,Crypto,96343485,EUR,277.74,2025-04-28T09:18:34.167642+00:00
164,Equities,47447604,AUD,360.33,2025-04-14T09:18:34.167642+00:00
165,Bonds,37820354,JPY,21072.65,2025-04-08T09:18:34.167642+00:00
166,Crypto,46702849,EUR,193.52,2025-02-25T09:18:34.167642+00:00
166,Crypto,60961690,JPY,43641.06,2025-05-04T09:18:34.167642+00:00
166,Bonds,15646068,EUR,337.29,2025-05-12T09:18:34.167642+00:00
167,Bonds,69374716,EUR,200.94,2025-04-25T09:18:34.167642+00:00
168,Real Estate,82286705,EUR,333.45,2025-02-22T09:18:34.167642+00:00
168,Crypto,28424464,GBP,242.35,2025-03-08T09:18:34.167642+00:00
168,Real Estate,42542167,GBP,250.48,2025-03-16T09:18:34.167642+00:00
168,Real Estate,95623471,USD,197.34,2025-03-31T09:18:34.167642+00:00
169,Bonds,73404979,GBP,168.12,2025-05-05T09:18:34.167642+00:00
169,Cash,83867070,USD,175.86,2025-03-23T09:18:34.167642+00:00
170,Crypto,97313825,USD,329.23,2025-04-16T09:18:34.167642+00:00
170,Crypto,48307798,GBP,286.19,2025-05-11T09:18:34.167642+00:00
171,Commodities,41168067,AUD,321.66,2025-05-18T09:18:34.167642+00:00
172,Bonds,66087572,USD,362.61,2025-05-18T09:18:34.167642+00:00
172,Crypto,76489301,USD,363.11,2025-04-15T09:18:34.167642+00:00
172,Cash,11243818,EUR,270.47,2025-05-09T09:18:34.167642+00:00
173,Bonds,48193218,JPY,31825.59,2025-03-14T09:18:34.167642+00:00
173,Commodities,76291802,USD,231.38,2025-03-24T09:18:34.167642+00:00
174,Equities,35878707,GBP,199.6,2025-03-25T09:18:34.167642+00:00
175,Commodities,44529507,USD,126.76,2025-04-09T09:18:34.167642+00:00
176,Bonds,86206305,USD,220.41,2025-03-02T09:18:34.167642+00:00
176,Real Estate,67405358,AUD,368.5,2025-04-01T09:18:34.167642+00:00
177,Commodities,22802372,USD,247.71,2025-03-22T09:18:34.167642+00:00
177,Bonds,43292316,GBP,126.08,2025-04-22T09:18:34.167642+00:00
177,Real Estate,45835371,EUR,149.72,2025-03-10T09:18:34.167642+00:00
177,Cash,45105069,EUR,194.67,2025-05-15T09:18:34.167642+00:00
178,Commodities,25867870,JPY,31363.35,2025-04-01T09:18:34.167642+00:00
178,Commodities,77447155,EUR,291.58,2025-03-02T09:18:34.167642+00:00
178,Bonds,59330907,AUD,338.79,2025-05-05T09:18:34.167642+00:00
178,Real Estate,30560218,JPY,41945.64,2025-03-06T09:18:34.167642+00:00
179,Crypto,65813853,AUD,353.87,2025-03-15T09:18:34.167642+00:00
179,Real Estate,43214247,AUD,346.53,2025-05-12T09:18:34.167642+00:00
180,Crypto,69961498,AUD,472.8,2025-05-13T09:18:34.167642+00:00
180,Commodities,25060409,GBP,274.32,2025-03-19T09:18:34.167642+00:00
180,Real Estate,86866717,AUD,319.08,2025-04-11T09:18:34.167642+00:00
181,Crypto,69302835,GBP,168.03,2025-03-09T09:18:34.167642+00:00
181,Crypto,22205980,AUD,267.41,2025-05-15T09:18:34.167642+00:00
181,Crypto,27709269,AUD,261.85,2025-03-11T09:18:34.167642+00:00
182,Cash,85000490,JPY,40146.43,2025-04-13T09:18:34.167642+00:00
182,Cash,63143336,EUR,313.34,2025-04-25T09:18:34.167642+00:00
183,Equities,16078694,JPY,21512.46,2025-05-14T09:18:34.167642+00:00
183,Commodities,18087373,GBP,198.61,2025-03-23T09:18:34.167642+00:00
183,Cash,48532662,JPY,18879.7,2025-05-05T09:18:34.167642+00:00
184,Real Estate,60259293,JPY,34764.89,2025-04-04T09:18:34.167642+00:00
184,Real Estate,20770971,AUD,314.4,2025-04-08T09:18:34.167642+00:00
184,Equities,33954324,AUD,386.57,2025-05-06T09:18:34.167642+00:00
185,Real Estate,10466177,GBP,197.85,2025-03-24T09:18:34.167642+00:00
185,Crypto,66925500,AUD,255.17,2025-04-23T09:18:34.167642+00:00
185,Real Estate,71824078,EUR,132.84,2025-04-28T09:18:34.167642+00:00
185,Equities,14324134,JPY,25838.77,2025-05-20T09:18:34.167642+00:00
186,Equities,37659807,GBP,165.13,2025-05-18T09:18:34.167642+00:00
186,Real Estate,90233330,GBP,186.71,2025-05-17T09:18:34.167642+00:00
187,Crypto,68916591,USD,192.47,2025-05-15T09:18:34.167642+00:00
187,Bonds,77631755,EUR,141.93,2025-03-10T09:18:34.167642+00:00
188,Bonds,87507357,AUD,491.88,2025-04-11T09:18:34.167642+00:00
188,Equities,50502136,USD,372.32,2025-03-17T09:18:34.167642+00:00
189,Equities,65507111,EUR,146.64,2025-03-12T09:18:34.167642+00:00
189,Crypto,33505978,JPY,24893.61,2025-05-16T09:18:34.167642+00:00
190,Crypto,96344420,JPY,42859.31,2025-04-12T09:18:34.167642+00:00
190,Crypto,64795619,USD,243.73,2025-04-29T09:18:34.167642+00:00
191,Crypto,73554620,USD,231.17,2025-04-14T09:18:34.167642+00:00
191,Commodities,29374563,JPY,30635.86,2025-03-12T09:18:34.167642+00:00
191,Real Estate,65902739,AUD,283.05,2025-04-03T09:18:34.167642+00:00
192,Real Estate,44224936,USD,249.42,2025-05-12T09:18:34.167642+00:00
192,Crypto,59805178,GBP,230.35,2025-04-28T09:18:34.167642+00:00
192,Cash,46032304,JPY,40168.13,2025-03-06T09:18:34.167642+00:00
193,Cash,19768947,USD,225.58,2025-03-08T09:18:34.167642+00:00
193,Crypto,85007641,USD,184.92,2025-04-10T09:18:34.167642+00:00
194,Equities,12058055,USD,363.22,2025-05-07T09:18:34.167642+00:00
194,Crypto,42560305,AUD,472.8,2025-04-02T09:18:34.167642+00:00
194,Equities,84098828,EUR,306.28,2025-04-04T09:18:34.167642+00:00
194,Crypto,81625307,EUR,225.7,2025-04-06T09:18:34.167642+00:00
195,Crypto,76743428,JPY,17577.73,2025-03-23T09:18:34.167642+00:00
195,Bonds,37263310,EUR,150.99,2025-05-17T09:18:34.167642+00:00
196,Crypto,39698906,USD,190.54,2025-03-13T09:18:34.167642+00:00
196,Crypto,87731247,JPY,31084.61,2025-04-27T09:18:34.167642+00:00
197,Crypto,40872577,JPY,25116.63,2025-04-21T09:18:34.167642+00:00
197,Crypto,83905989,EUR,144.59,2025-03-21T09:18:34.167642+00:00
198,Commodities,96126771,JPY,35059.9,2025-04-07T09:18:34.167642+00:00
199,Equities,28784915,AUD,275.34,2025-03-14T09:18:34.167642+00:00
199,Commodities,17882882,AUD,191.26,2025-05-13T09:18:34.167642+00:00
199,Commodities,16511491,GBP,141.24,2025-03-03T09:18:34.167642+00:00
200,Real Estate,19122502,USD,189.21,2025-03-19T09:18:34.167642+00:00
200,Crypto,60090149,GBP,242.68,2025-02-26T09:18:34.167642+00:00
200,Crypto,98487646,JPY,24377.56,2025-03-15T09:18:34.167642+00:00
201,Crypto,65208920,GBP,101.67,2025-04-17T09:18:34.167642+00:00
201,Crypto,48478684,GBP,150.22,2025-02-22T09:18:34.167642+00:00
202,Crypto,34060788,GBP,287.71,2025-03-16T09:18:34.167642+00:00
202,Bonds,42342289,USD,303.71,2025-04-20T09:18:34.167642+00:00
202,Crypto,45879718,JPY,25896.46,2025-04-01T09:18:34.167642+00:00
203,Crypto,85833309,USD,248.78,2025-04-24T09:18:34.167642+00:00
203,Crypto,20820219,GBP,109.35,2025-04-04T09:18:34.167642+00:00
203,Crypto,84182331,JPY,16897.84,2025-05-21T09:18:34.167642+00:00
204,Bonds,21097943,JPY,44287.92,2025-03-01T09:18:34.167642+00:00
205,Crypto,85947990,GBP,189.48,2025-05-17T09:18:34.167642+00:00
205,Real Estate,38375916,AUD,272.97,2025-05-17T09:18:34.167642+00:00
206,Equities,47631028,AUD,433.87,2025-05-18T09:18:34.167642+00:00
206,Bonds,52209421,GBP,294.22,2025-03-08T09:18:34.167642+00:00
206,Bonds,63458386,GBP,194.89,2025-03-11T09:18:34.167642+00:00
207,Real Estate,86060638,JPY,26832.56,2025-03-14T09:18:34.167642+00:00
208,Crypto,61518966,USD,335.72,2025-02-23T09:18:34.167642+00:00
208,Equities,77215278,EUR,181.76,2025-03-28T09:18:34.167642+00:00
208,Real Estate,20202996,EUR,276.89,2025-03-05T09:18:34.167642+00:00
209,Crypto,63244581,EUR,118.41,2025-04-18T09:18:34.167642+00:00
210,Crypto,75847681,USD,254.21,2025-04-04T09:18:34.167642+00:00
210,Crypto,34929311,AUD,460.84,2025-05-12T09:18:34.167642+00:00
210,Crypto,43077929,GBP,162.31,2025-05-03T09:18:34.167642+00:00
210,Crypto,95080736,USD,326.19,2025-04-12T09:18:34.167642+00:00
211,Crypto,24301022,GBP,100.52,2025-04-13T09:18:34.167642+00:00
211,Crypto,58307308,EUR,126.76,2025-05-11T09:18:34.167642+00:00
212,Bonds,67845091,JPY,37367.64,2025-03-18T09:18:34.167642+00:00
213,Real Estate,23863742,GBP,108.96,2025-03-13T09:18:34.167642+00:00
213,Equities,90117857,AUD,330.12,2025-04-03T09:18:34.167642+00:00
213,Cash,49171088,JPY,22204.79,2025-05-12T09:18:34.167642+00:00
213,Commodities,85099723,USD,196.5,2025-05-01T09:18:34.167642+00:00
214,Crypto,61100987,USD,213.53,2025-04-14T09:18:34.167642+00:00
214,Equities,76185975,USD,199.36,2025-03-28T09:18:34.167642+00:00
215,Crypto,66519399,EUR,170.69,2025-05-13T09:18:34.167642+00:00
215,Crypto,43782566,USD,215.11,2025-03-20T09:18:34.167642+00:00
216,Real Estate,71453148,GBP,170.32,2025-05-22T09:18:34.167642+00:00
216,Crypto,54589439,AUD,382.92,2025-04-10T09:18:34.167642+00:00
216,Crypto,54927535,JPY,43571.41,2025-02-28T09:18:34.167642+00:00
217,Bonds,50323741,EUR,184.37,2025-02-23T09:18:34.167642+00:00
217,Real Estate,74291599,EUR,135.43,2025-04-02T09:18:34.167642+00:00
217,Crypto,49117508,JPY,31484.21,2025-04-21T09:18:34.167642+00:00
217,Crypto,60473288,EUR,208.9,2025-04-02T09:18:34.167642+00:00
218,Crypto,25285764,AUD,332.94,2025-03-14T09:18:34.167642+00:00
219,Bonds,83833059,GBP,195.3,2025-03-24T09:18:34.167642+00:00
219,Crypto,38138531,JPY,28762.97,2025-02-23T09:18:34.167642+00:00
219,Equities,64914054,JPY,18226.87,2025-04-14T09:18:34.167642+00:00
220,Real Estate,43914361,USD,321.61,2025-04-04T09:18:34.167642+00:00
220,Equities,70272714,AUD,410.49,2025-04-01T09:18:34.179401+00:00
220,Commodities,77996397,JPY,37047.48,2025-04-06T09:18:34.179401+00:00
221,Commodities,89701163,GBP,110.94,2025-04-21T09:18:34.179401+00:00
221,Crypto,32325574,AUD,193.19,2025-03-01T09:18:34.179401+00:00
221,Crypto,54506155,JPY,17695.11,2025-05-10T09:18:34.179401+00:00
221,Crypto,39796480,AUD,323.17,2025-03-12T09:18:34.179401+00:00
222,Real Estate,69831384,EUR,239.97,2025-02-25T09:18:34.179401+00:00
222,Commodities,30232642,EUR,344.6,2025-03-22T09:18:34.179401+00:00
223,Bonds,49652241,JPY,30728.76,2025-05-12T09:18:34.179401+00:00
223,Bonds,29015320,EUR,150.87,2025-03-25T09:18:34.179401+00:00
224,Equities,79942848,JPY,32359.21,2025-05-10T09:18:34.179401+00:00
224,Crypto,70726434,EUR,184.09,2025-05-17T09:18:34.179401+00:00
225,Commodities,25446483,GBP,184.92,2025-03-01T09:18:34.179401+00:00
225,Equities,32059232,USD,189.5,2025-03-13T09:18:34.179401+00:00
225,Bonds,54424679,AUD,263.88,2025-03-24T09:18:34.179401+00:00
226,Real Estate,64364546,USD,222.45,2025-02-27T09:18:34.179401+00:00
227,Crypto,63094168,GBP,173.74,2025-04-27T09:18:34.179401+00:00
228,Crypto,89484162,JPY,33332.06,2025-02-21T09:18:34.179401+00:00
228,Real Estate,37619925,EUR,302.28,2025-05-14T09:18:34.179401+00:00
228,Equities,82060023,USD,256.09,2025-04-27T09:18:34.179401+00:00
229,Crypto,25294777,EUR,192.13,2025-03-21T09:18:34.179401+00:00
229,Commodities,95779702,EUR,183.65,2025-03-05T09:18:34.179401+00:00
229,Crypto,88786439,GBP,134.79,2025-03-25T09:18:34.179401+00:00
230,Crypto,33156250,EUR,330.97,2025-03-08T09:18:34.179401+00:00
231,Equities,27978165,EUR,128.55,2025-04-13T09:18:34.179401+00:00
232,Bonds,34567819,EUR,292.12,2025-03-18T09:18:34.179401+00:00
232,Crypto,66135102,AUD,315.76,2025-04-03T09:18:34.179401+00:00
232,Crypto,34931439,JPY,39252.04,2025-02-23T09:18:34.179401+00:00
233,Crypto,33251181,AUD,215.87,2025-04-16T09:18:34.179401+00:00
233,Bonds,35111946,EUR,211.83,2025-03-04T09:18:34.179401+00:00
233,Cash,58189421,GBP,148.46,2025-04-28T09:18:34.179401+00:00
233,Real Estate,85374270,AUD,305.82,2025-03-31T09:18:34.179401+00:00
233,Crypto,75998330,JPY,27362.28,2025-03-27T09:18:34.179401+00:00
234,Bonds,32448383,GBP,234.81,2025-04-24T09:18:34.179401+00:00
234,Equities,14388260,EUR,211.29,2025-04-16T09:18:34.179401+00:00
234,Equities,71380637,AUD,483.55,2025-03-20T09:18:34.179401+00:00
235,Crypto,78559218,GBP,157.27,2025-04-18T09:18:34.179401+00:00
235,Crypto,59239353,AUD,337.18,2025-05-17T09:18:34.179401+00:00
235,Commodities,69239219,AUD,225.43,2025-03-29T09:18:34.179401+00:00
236,Bonds,97734330,USD,243.32,2025-05-18T09:18:34.179401+00:00
236,Crypto,45274462,EUR,321.23,2025-05-11T09:18:34.179401+00:00
237,Crypto,25755285,USD,151.23,2025-03-08T09:18:34.179401+00:00
237,Commodities,57060874,AUD,302.06,2025-05-01T09:18:34.179401+00:00
237,Crypto,28687800,USD,226.69,2025-05-15T09:18:34.179401+00:00
238,Crypto,57085656,AUD,355.5,2025-03-15T09:18:34.179401+00:00
238,Bonds,53440052,EUR,222.41,2025-04-18T09:18:34.179401+00:00
239,Crypto,22780905,USD,245.35,2025-03-31T09:18:34.179401+00:00
239,Cash,47221734,USD,212.68,2025-05-06T09:18:34.179401+00:00
240,Crypto,29628462,EUR,315.41,2025-02-25T09:18:34.179401+00:00
240,Crypto,75694038,USD,295.77,2025-04-18T09:18:34.179401+00:00
241,Crypto,65596350,JPY,23231.87,2025-03-02T09:18:34.179401+00:00
241,Equities,64069715,AUD,323.71,2025-02-23T09:18:34.179401+00:00
242,Bonds,71028216,JPY,31854.94,2025-05-22T09:18:34.179401+00:00
242,Commodities,22501261,JPY,39236.17,2025-02-22T09:18:34.179401+00:00
242,Bonds,18500100,AUD,387.87,2025-03-29T09:18:34.179401+00:00
243,Bonds,76399516,EUR,152.13,2025-04-16T09:18:34.179401+00:00
243,Crypto,83458776,AUD,209.16,2025-03-21T09:18:34.179401+00:00
243,Crypto,16497381,GBP,109.96,2025-03-25T09:18:34.179401+00:00
243,Cash,26674831,USD,180.16,2025-05-22T09:18:34.179401+00:00
244,Crypto,37154689,USD,352.9,2025-04-14T09:18:34.179401+00:00
244,Bonds,46778269,GBP,248.19,2025-04-20T09:18:34.179401+00:00
244,Equities,59908025,USD,197.21,2025-03-03T09:18:34.179401+00:00
245,Equities,41426254,JPY,26487.76,2025-02-21T09:18:34.179401+00:00
245,Equities,10145801,USD,184.6,2025-05-06T09:18:34.179401+00:00
246,Crypto,79718627,JPY,24222.89,2025-02-22T09:18:34.179401+00:00
246,Crypto,26185823,JPY,40656.74,2025-03-22T09:18:34.179401+00:00
247,Equities,40728728,JPY,17429.3,2025-05-09T09:18:34.179401+00:00
248,Equities,52057323,EUR,324.47,2025-05-05T09:18:34.179401+00:00
248,Real Estate,27870584,USD,200.33,2025-03-11T09:18:34.179401+00:00
248,Cash,91915661,USD,270.02,2025-04-25T09:18:34.179401+00:00
249,Crypto,30317091,JPY,25857.22,2025-03-27T09:18:34.179401+00:00
249,Equities,21635070,GBP,114.0,2025-05-07T09:18:34.179401+00:00
249,Crypto,61543890,EUR,225.77,2025-04-12T09:18:34.179401+00:00
250,Bonds,43257324,EUR,283.7,2025-04-21T09:18:34.179401+00:00
250,Commodities,90664728,AUD,477.63,2025-04-16T09:18:34.179401+00:00
251,Cash,98369672,EUR,138.63,2025-03-06T09:18:34.179401+00:00
251,Commodities,35319707,JPY,20728.67,2025-05-16T09:18:34.179401+00:00
251,Real Estate,76422705,JPY,17803.9,2025-03-20T09:18:34.179401+00:00
251,Equities,80905413,GBP,198.69,2025-04-12T09:18:34.179401+00:00
251,Bonds,61920550,AUD,262.86,2025-03-14T09:18:34.179401+00:00
252,Crypto,33188838,JPY,46906.87,2025-05-13T09:18:34.179401+00:00
252,Cash,88834594,GBP,152.07,2025-04-25T09:18:34.181408+00:00
252,Cash,18115992,JPY,36158.65,2025-03-03T09:18:34.181408+00:00
253,Commodities,77249653,JPY,22777.2,2025-04-01T09:18:34.181408+00:00
253,Equities,95971459,AUD,284.47,2025-05-03T09:18:34.181408+00:00
253,Bonds,21220209,EUR,124.09,2025-04-26T09:18:34.181408+00:00
254,Equities,81993070,EUR,239.9,2025-03-02T09:18:34.181408+00:00
254,Crypto,96322745,GBP,196.53,2025-03-28T09:18:34.181408+00:00
255,Real Estate,17772004,USD,135.78,2025-03-28T09:18:34.181408+00:00
255,Equities,70850538,AUD,297.63,2025-04-13T09:18:34.181408+00:00
255,Bonds,26031369,GBP,170.79,2025-02-22T09:18:34.181408+00:00
255,Cash,31989243,JPY,31248.26,2025-03-17T09:18:34.181408+00:00
256,Crypto,44795538,USD,257.23,2025-04-18T09:18:34.181408+00:00
256,Crypto,25845304,GBP,200.25,2025-03-29T09:18:34.181408+00:00
256,Crypto,80310522,GBP,189.44,2025-03-10T09:18:34.181408+00:00
257,Equities,76591799,JPY,24172.51,2025-05-15T09:18:34.181408+00:00
258,Crypto,86086168,USD,256.44,2025-04-20T09:18:34.181408+00:00
258,Equities,87029205,GBP,184.26,2025-03-18T09:18:34.181408+00:00
258,Cash,15910667,GBP,186.68,2025-03-23T09:18:34.181408+00:00
259,Crypto,61402634,USD,147.37,2025-05-18T09:18:34.181408+00:00
259,Commodities,98007006,JPY,19592.25,2025-04-21T09:18:34.181408+00:00
260,Crypto,52940967,EUR,314.98,2025-03-10T09:18:34.181408+00:00
260,Crypto,26025721,AUD,464.35,2025-05-16T09:18:34.181408+00:00
260,Bonds,39955391,AUD,549.84,2025-04-01T09:18:34.181408+00:00
260,Equities,72423883,EUR,305.93,2025-04-13T09:18:34.181408+00:00
261,Crypto,21594468,AUD,269.5,2025-04-05T09:18:34.181408+00:00
261,Real Estate,49137230,AUD,330.13,2025-03-04T09:18:34.181408+00:00
261,Real Estate,72267186,EUR,183.04,2025-03-20T09:18:34.181408+00:00
261,Commodities,36229153,AUD,325.69,2025-04-21T09:18:34.181408+00:00
262,Bonds,10856024,JPY,24573.85,2025-03-14T09:18:34.181408+00:00
262,Crypto,95354668,GBP,292.65,2025-05-22T09:18:34.181408+00:00
263,Crypto,60502752,EUR,126.95,2025-03-16T09:18:34.181408+00:00
263,Bonds,66346728,JPY,31378.96,2025-05-04T09:18:34.181408+00:00
263,Commodities,47557512,GBP,104.39,2025-04-23T09:18:34.181408+00:00
264,Crypto,59995026,JPY,47389.31,2025-05-12T09:18:34.181408+00:00
264,Equities,77837366,USD,306.98,2025-04-02T09:18:34.181408+00:00
264,Equities,89442904,AUD,294.78,2025-02-27T09:18:34.181408+00:00
265,Bonds,41778964,EUR,145.01,2025-04-12T09:18:34.181408+00:00
265,Crypto,53788744,EUR,167.07,2025-04-23T09:18:34.181408+00:00
265,Equities,37207628,USD,222.49,2025-03-09T09:18:34.181408+00:00
266,Equities,30858851,GBP,174.66,2025-03-24T09:18:34.181408+00:00
266,Crypto,64561191,GBP,230.39,2025-04-26T09:18:34.181408+00:00
266,Crypto,51380361,JPY,30360.19,2025-05-07T09:18:34.181408+00:00
267,Equities,31154777,EUR,210.03,2025-02-22T09:18:34.181408+00:00
267,Cash,38859601,EUR,132.06,2025-04-21T09:18:34.181408+00:00
268,Crypto,63183031,AUD,291.08,2025-04-14T09:18:34.181408+00:00
268,Crypto,33336132,GBP,292.81,2025-03-26T09:18:34.181408+00:00
269,Commodities,83835976,USD,136.84,2025-05-09T09:18:34.181408+00:00
269,Bonds,26301180,GBP,106.17,2025-04-24T09:18:34.181408+00:00
269,Bonds,36592965,JPY,21955.84,2025-03-03T09:18:34.181408+00:00
269,Equities,88158177,AUD,232.88,2025-05-13T09:18:34.181408+00:00
270,Cash,18653290,USD,356.72,2025-03-27T09:18:34.181408+00:00
270,Bonds,22345163,EUR,193.64,2025-03-24T09:18:34.181408+00:00
271,Cash,32547129,AUD,265.13,2025-04-02T09:18:34.181408+00:00
271,Crypto,13957046,JPY,26931.41,2025-04-30T09:18:34.181408+00:00
272,Crypto,38818707,USD,239.06,2025-03-26T09:18:34.181408+00:00
272,Bonds,14650569,AUD,449.32,2025-04-21T09:18:34.181408+00:00
273,Crypto,49608344,JPY,22591.88,2025-03-13T09:18:34.181408+00:00
273,Crypto,18184472,GBP,127.98,2025-05-05T09:18:34.181408+00:00
273,Real Estate,36770773,AUD,231.09,2025-03-14T09:18:34.181408+00:00
274,Cash,61338023,EUR,255.25,2025-03-21T09:18:34.181408+00:00
274,Crypto,85920407,AUD,366.75,2025-04-18T09:18:34.181408+00:00
274,Bonds,13498112,EUR,275.5,2025-05-19T09:18:34.181408+00:00
274,Crypto,17863981,JPY,36706.38,2025-03-09T09:18:34.182896+00:00
274,Crypto,31424479,GBP,187.18,2025-04-22T09:18:34.182896+00:00
275,Crypto,81630600,GBP,176.4,2025-04-24T09:18:34.182896+00:00
276,Crypto,57621071,USD,220.52,2025-03-08T09:18:34.182896+00:00
276,Crypto,58155056,AUD,285.33,2025-02-22T09:18:34.182896+00:00
